text,upper,drugName,useless,tokens,ngrams,cln_tokens,stem_tokens,lemm_tokens,unusual
i am buying spy put amd leaving dsx alone that lovely german lady is bipolar and need some prozac before i can flirt again,0,Prozac,,"['i', 'am', 'buying', 'spy', 'put', 'amd', 'leaving', 'dsx', 'alone', 'that', 'lovely', 'german', 'lady', 'is', 'bipolar', 'and', 'need', 'some', 'prozac', 'before', 'i', 'can', 'flirt', 'again']","['i', 'a', 'm', 'b', 'u', 'y', 'i', 'n', 'g', 's', 'p', 'y', 'p', 'u', 't', 'a', 'm', 'd', 'l', 'e', 'a', 'v', 'i', 'n', 'g', 'd', 's', 'x', 'a', 'l', 'o', 'n', 'e', 't', 'h', 'a', 't', 'l', 'o', 'v', 'e', 'l', 'y', 'g', 'e', 'r', 'm', 'a', 'n', 'l', 'a', 'd', 'y', 'i', 's', 'b', 'i', 'p', 'o', 'l', 'a', 'r', 'a', 'n', 'd', 'n', 'e', 'e', 'd', 's', 'o', 'm', 'e', 'p', 'r', 'o', 'z', 'a', 'c', 'b', 'e', 'f', 'o', 'r', 'e', 'i', 'c', 'a', 'n', 'f', 'l', 'i', 'r', 't', 'a', 'g', 'a', 'i', 'n', 'i_', '_a', 'am', 'm_', '_b', 'bu', 'uy', 'yi', 'in', 'ng', 'g_', '_s', 'sp', 'py', 'y_', '_p', 'pu', 'ut', 't_', '_a', 'am', 'md', 'd_', '_l', 'le', 'ea', 'av', 'vi', 'in', 'ng', 'g_', '_d', 'ds', 'sx', 'x_', '_a', 'al', 'lo', 'on', 'ne', 'e_', '_t', 'th', 'ha', 'at', 't_', '_l', 'lo', 'ov', 've', 'el', 'ly', 'y_', '_g', 'ge', 'er', 'rm', 'ma', 'an', 'n_', '_l', 'la', 'ad', 'dy', 'y_', '_i', 'is', 's_', '_b', 'bi', 'ip', 'po', 'ol', 'la', 'ar', 'r_', '_a', 'an', 'nd', 'd_', '_n', 'ne', 'ee', 'ed', 'd_', '_s', 'so', 'om', 'me', 'e_', '_p', 'pr', 'ro', 'oz', 'za', 'ac', 'c_', '_b', 'be', 'ef', 'fo', 'or', 're', 'e_', '_i', 'i_', '_c', 'ca', 'an', 'n_', '_f', 'fl', 'li', 'ir', 'rt', 't_', '_a', 'ag', 'ga', 'ai', 'in', '_am', 'am_', '_bu', 'buy', 'uyi', 'yin', 'ing', 'ng_', '_sp', 'spy', 'py_', '_pu', 'put', 'ut_', '_am', 'amd', 'md_', '_le', 'lea', 'eav', 'avi', 'vin', 'ing', 'ng_', '_ds', 'dsx', 'sx_', '_al', 'alo', 'lon', 'one', 'ne_', '_th', 'tha', 'hat', 'at_', '_lo', 'lov', 'ove', 'vel', 'ely', 'ly_', '_ge', 'ger', 'erm', 'rma', 'man', 'an_', '_la', 'lad', 'ady', 'dy_', '_is', 'is_', '_bi', 'bip', 'ipo', 'pol', 'ola', 'lar', 'ar_', '_an', 'and', 'nd_', '_ne', 'nee', 'eed', 'ed_', '_so', 'som', 'ome', 'me_', '_pr', 'pro', 'roz', 'oza', 'zac', 'ac_', '_be', 'bef', 'efo', 'for', 'ore', 're_', '_i_', '_ca', 'can', 'an_', '_fl', 'fli', 'lir', 'irt', 'rt_', '_ag', 'aga', 'gai', 'ain', '_am_', '_buy', 'buyi', 'uyin', 'ying', 'ing_', '_spy', 'spy_', '_put', 'put_', '_amd', 'amd_', '_lea', 'leav', 'eavi', 'avin', 'ving', 'ing_', '_dsx', 'dsx_', '_alo', 'alon', 'lone', 'one_', '_tha', 'that', 'hat_', '_lov', 'love', 'ovel', 'vely', 'ely_', '_ger', 'germ', 'erma', 'rman', 'man_', '_lad', 'lady', 'ady_', '_is_', '_bip', 'bipo', 'ipol', 'pola', 'olar', 'lar_', '_and', 'and_', '_nee', 'need', 'eed_', '_som', 'some', 'ome_', '_pro', 'proz', 'roza', 'ozac', 'zac_', '_bef', 'befo', 'efor', 'fore', 'ore_', '_can', 'can_', '_fli', 'flir', 'lirt', 'irt_', '_aga', 'agai', 'gain']","['buying', 'spy', 'put', 'amd', 'leaving', 'dsx', 'alone', 'lovely', 'german', 'lady', 'bipolar', 'need', 'flirt']","['buy', 'spi', 'put', 'amd', 'leav', 'dsx', 'alon', 'love', 'german', 'ladi', 'bipolar', 'need', 'flirt']","['buy', 'spy', 'put', 'amd', 'leave', 'dsx', 'alone', 'lovely', 'german', 'lady', 'bipolar', 'need', 'flirt']","{'dsx', 'amd'}"
if my psychiatrist forgets to call in my adderall again im flipping tf out i got work tomorrow smh,0,Adderall,,"['if', 'my', 'psychiatrist', 'forgets', 'to', 'call', 'in', 'my', 'adderall', 'again', 'im', 'flipping', 'tf', 'out', 'i', 'got', 'work', 'tomorrow', 'smh']","['i', 'f', 'm', 'y', 'p', 's', 'y', 'c', 'h', 'i', 'a', 't', 'r', 'i', 's', 't', 'f', 'o', 'r', 'g', 'e', 't', 's', 't', 'o', 'c', 'a', 'l', 'l', 'i', 'n', 'm', 'y', 'a', 'd', 'd', 'e', 'r', 'a', 'l', 'l', 'a', 'g', 'a', 'i', 'n', 'i', 'm', 'f', 'l', 'i', 'p', 'p', 'i', 'n', 'g', 't', 'f', 'o', 'u', 't', 'i', 'g', 'o', 't', 'w', 'o', 'r', 'k', 't', 'o', 'm', 'o', 'r', 'r', 'o', 'w', 's', 'm', 'h', 'if', 'f_', '_m', 'my', 'y_', '_p', 'ps', 'sy', 'yc', 'ch', 'hi', 'ia', 'at', 'tr', 'ri', 'is', 'st', 't_', '_f', 'fo', 'or', 'rg', 'ge', 'et', 'ts', 's_', '_t', 'to', 'o_', '_c', 'ca', 'al', 'll', 'l_', '_i', 'in', 'n_', '_m', 'my', 'y_', '_a', 'ad', 'dd', 'de', 'er', 'ra', 'al', 'll', 'l_', '_a', 'ag', 'ga', 'ai', 'in', 'n_', '_i', 'im', 'm_', '_f', 'fl', 'li', 'ip', 'pp', 'pi', 'in', 'ng', 'g_', '_t', 'tf', 'f_', '_o', 'ou', 'ut', 't_', '_i', 'i_', '_g', 'go', 'ot', 't_', '_w', 'wo', 'or', 'rk', 'k_', '_t', 'to', 'om', 'mo', 'or', 'rr', 'ro', 'ow', 'w_', '_s', 'sm', 'mh', 'if_', '_my', 'my_', '_ps', 'psy', 'syc', 'ych', 'chi', 'hia', 'iat', 'atr', 'tri', 'ris', 'ist', 'st_', '_fo', 'for', 'org', 'rge', 'get', 'ets', 'ts_', '_to', 'to_', '_ca', 'cal', 'all', 'll_', '_in', 'in_', '_my', 'my_', '_ad', 'add', 'dde', 'der', 'era', 'ral', 'all', 'll_', '_ag', 'aga', 'gai', 'ain', 'in_', '_im', 'im_', '_fl', 'fli', 'lip', 'ipp', 'ppi', 'pin', 'ing', 'ng_', '_tf', 'tf_', '_ou', 'out', 'ut_', '_i_', '_go', 'got', 'ot_', '_wo', 'wor', 'ork', 'rk_', '_to', 'tom', 'omo', 'mor', 'orr', 'rro', 'row', 'ow_', '_sm', 'smh', '_my_', '_psy', 'psyc', 'sych', 'ychi', 'chia', 'hiat', 'iatr', 'atri', 'tris', 'rist', 'ist_', '_for', 'forg', 'orge', 'rget', 'gets', 'ets_', '_to_', '_cal', 'call', 'all_', '_in_', '_my_', '_add', 'adde', 'dder', 'dera', 'eral', 'rall', 'all_', '_aga', 'agai', 'gain', 'ain_', '_im_', '_fli', 'flip', 'lipp', 'ippi', 'ppin', 'ping', 'ing_', '_tf_', '_out', 'out_', '_got', 'got_', '_wor', 'work', 'ork_', '_tom', 'tomo', 'omor', 'morr', 'orro', 'rrow', 'row_', '_smh']","['psychiatrist', 'forgets', 'call', 'im', 'flipping', 'tf', 'got', 'work', 'tomorrow', 'smh']","['psychiatrist', 'forget', 'call', 'im', 'flip', 'tf', 'got', 'work', 'tomorrow', 'smh']","['psychiatrist', 'forget', 'call', 'im', 'flip', 'tf', 'get', 'work', 'tomorrow', 'smh']","{'tf', 'smh', 'im'}"
i wa da person on xanax i ain have nun to lose,0,Xanax,,"['i', 'wa', 'da', 'person', 'on', 'xanax', 'i', 'ain', 'have', 'nun', 'to', 'lose']","['i', 'w', 'a', 'd', 'a', 'p', 'e', 'r', 's', 'o', 'n', 'o', 'n', 'x', 'a', 'n', 'a', 'x', 'i', 'a', 'i', 'n', 'h', 'a', 'v', 'e', 'n', 'u', 'n', 't', 'o', 'l', 'o', 's', 'e', 'i_', '_w', 'wa', 'a_', '_d', 'da', 'a_', '_p', 'pe', 'er', 'rs', 'so', 'on', 'n_', '_o', 'on', 'n_', '_x', 'xa', 'an', 'na', 'ax', 'x_', '_i', 'i_', '_a', 'ai', 'in', 'n_', '_h', 'ha', 'av', 've', 'e_', '_n', 'nu', 'un', 'n_', '_t', 'to', 'o_', '_l', 'lo', 'os', 'se', '_wa', 'wa_', '_da', 'da_', '_pe', 'per', 'ers', 'rso', 'son', 'on_', '_on', 'on_', '_xa', 'xan', 'ana', 'nax', 'ax_', '_i_', '_ai', 'ain', 'in_', '_ha', 'hav', 'ave', 've_', '_nu', 'nun', 'un_', '_to', 'to_', '_lo', 'los', 'ose', '_wa_', '_da_', '_per', 'pers', 'erso', 'rson', 'son_', '_on_', '_xan', 'xana', 'anax', 'nax_', '_ain', 'ain_', '_hav', 'have', 'ave_', '_nun', 'nun_', '_to_', '_los', 'lose']","['wa', 'da', 'person', 'nun', 'lose']","['wa', 'da', 'person', 'nun', 'lose']","['wa', 'da', 'person', 'nun', 'lose']",set()
came from being a xanax addict to a bad as bitch with her life together and im only so yes im here to brag,0,Xanax,,"['came', 'from', 'being', 'a', 'xanax', 'addict', 'to', 'a', 'bad', 'as', 'bitch', 'with', 'her', 'life', 'together', 'and', 'im', 'only', 'so', 'yes', 'im', 'here', 'to', 'brag']","['c', 'a', 'm', 'e', 'f', 'r', 'o', 'm', 'b', 'e', 'i', 'n', 'g', 'a', 'x', 'a', 'n', 'a', 'x', 'a', 'd', 'd', 'i', 'c', 't', 't', 'o', 'a', 'b', 'a', 'd', 'a', 's', 'b', 'i', 't', 'c', 'h', 'w', 'i', 't', 'h', 'h', 'e', 'r', 'l', 'i', 'f', 'e', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r', 'a', 'n', 'd', 'i', 'm', 'o', 'n', 'l', 'y', 's', 'o', 'y', 'e', 's', 'i', 'm', 'h', 'e', 'r', 'e', 't', 'o', 'b', 'r', 'a', 'g', 'ca', 'am', 'me', 'e_', '_f', 'fr', 'ro', 'om', 'm_', '_b', 'be', 'ei', 'in', 'ng', 'g_', '_a', 'a_', '_x', 'xa', 'an', 'na', 'ax', 'x_', '_a', 'ad', 'dd', 'di', 'ic', 'ct', 't_', '_t', 'to', 'o_', '_a', 'a_', '_b', 'ba', 'ad', 'd_', '_a', 'as', 's_', '_b', 'bi', 'it', 'tc', 'ch', 'h_', '_w', 'wi', 'it', 'th', 'h_', '_h', 'he', 'er', 'r_', '_l', 'li', 'if', 'fe', 'e_', '_t', 'to', 'og', 'ge', 'et', 'th', 'he', 'er', 'r_', '_a', 'an', 'nd', 'd_', '_i', 'im', 'm_', '_o', 'on', 'nl', 'ly', 'y_', '_s', 'so', 'o_', '_y', 'ye', 'es', 's_', '_i', 'im', 'm_', '_h', 'he', 'er', 're', 'e_', '_t', 'to', 'o_', '_b', 'br', 'ra', 'ag', 'cam', 'ame', 'me_', '_fr', 'fro', 'rom', 'om_', '_be', 'bei', 'ein', 'ing', 'ng_', '_a_', '_xa', 'xan', 'ana', 'nax', 'ax_', '_ad', 'add', 'ddi', 'dic', 'ict', 'ct_', '_to', 'to_', '_a_', '_ba', 'bad', 'ad_', '_as', 'as_', '_bi', 'bit', 'itc', 'tch', 'ch_', '_wi', 'wit', 'ith', 'th_', '_he', 'her', 'er_', '_li', 'lif', 'ife', 'fe_', '_to', 'tog', 'oge', 'get', 'eth', 'the', 'her', 'er_', '_an', 'and', 'nd_', '_im', 'im_', '_on', 'onl', 'nly', 'ly_', '_so', 'so_', '_ye', 'yes', 'es_', '_im', 'im_', '_he', 'her', 'ere', 're_', '_to', 'to_', '_br', 'bra', 'rag', 'came', 'ame_', '_fro', 'from', 'rom_', '_bei', 'bein', 'eing', 'ing_', '_xan', 'xana', 'anax', 'nax_', '_add', 'addi', 'ddic', 'dict', 'ict_', '_to_', '_bad', 'bad_', '_as_', '_bit', 'bitc', 'itch', 'tch_', '_wit', 'with', 'ith_', '_her', 'her_', '_lif', 'life', 'ife_', '_tog', 'toge', 'oget', 'geth', 'ethe', 'ther', 'her_', '_and', 'and_', '_im_', '_onl', 'only', 'nly_', '_so_', '_yes', 'yes_', '_im_', '_her', 'here', 'ere_', '_to_', '_bra', 'brag']","['came', 'addict', 'bad', 'bitch', 'life', 'together', 'im', 'yes', 'im', 'brag']","['came', 'addict', 'bad', 'bitch', 'life', 'togeth', 'im', 'yes', 'im', 'brag']","['come', 'addict', 'bad', 'bitch', 'life', 'together', 'im', 'yes', 'im', 'brag']",{'im'}
what is going on with violent and super sleazy democrat and the victim are black men wtf ovaloffice adderall,0,Adderall,,"['what', 'is', 'going', 'on', 'with', 'violent', 'and', 'super', 'sleazy', 'democrat', 'and', 'the', 'victim', 'are', 'black', 'men', 'wtf', 'ovaloffice', 'adderall']","['w', 'h', 'a', 't', 'i', 's', 'g', 'o', 'i', 'n', 'g', 'o', 'n', 'w', 'i', 't', 'h', 'v', 'i', 'o', 'l', 'e', 'n', 't', 'a', 'n', 'd', 's', 'u', 'p', 'e', 'r', 's', 'l', 'e', 'a', 'z', 'y', 'd', 'e', 'm', 'o', 'c', 'r', 'a', 't', 'a', 'n', 'd', 't', 'h', 'e', 'v', 'i', 'c', 't', 'i', 'm', 'a', 'r', 'e', 'b', 'l', 'a', 'c', 'k', 'm', 'e', 'n', 'w', 't', 'f', 'o', 'v', 'a', 'l', 'o', 'f', 'f', 'i', 'c', 'e', 'a', 'd', 'd', 'e', 'r', 'a', 'l', 'l', 'wh', 'ha', 'at', 't_', '_i', 'is', 's_', '_g', 'go', 'oi', 'in', 'ng', 'g_', '_o', 'on', 'n_', '_w', 'wi', 'it', 'th', 'h_', '_v', 'vi', 'io', 'ol', 'le', 'en', 'nt', 't_', '_a', 'an', 'nd', 'd_', '_s', 'su', 'up', 'pe', 'er', 'r_', '_s', 'sl', 'le', 'ea', 'az', 'zy', 'y_', '_d', 'de', 'em', 'mo', 'oc', 'cr', 'ra', 'at', 't_', '_a', 'an', 'nd', 'd_', '_t', 'th', 'he', 'e_', '_v', 'vi', 'ic', 'ct', 'ti', 'im', 'm_', '_a', 'ar', 're', 'e_', '_b', 'bl', 'la', 'ac', 'ck', 'k_', '_m', 'me', 'en', 'n_', '_w', 'wt', 'tf', 'f_', '_o', 'ov', 'va', 'al', 'lo', 'of', 'ff', 'fi', 'ic', 'ce', 'e_', '_a', 'ad', 'dd', 'de', 'er', 'ra', 'al', 'll', 'wha', 'hat', 'at_', '_is', 'is_', '_go', 'goi', 'oin', 'ing', 'ng_', '_on', 'on_', '_wi', 'wit', 'ith', 'th_', '_vi', 'vio', 'iol', 'ole', 'len', 'ent', 'nt_', '_an', 'and', 'nd_', '_su', 'sup', 'upe', 'per', 'er_', '_sl', 'sle', 'lea', 'eaz', 'azy', 'zy_', '_de', 'dem', 'emo', 'moc', 'ocr', 'cra', 'rat', 'at_', '_an', 'and', 'nd_', '_th', 'the', 'he_', '_vi', 'vic', 'ict', 'cti', 'tim', 'im_', '_ar', 'are', 're_', '_bl', 'bla', 'lac', 'ack', 'ck_', '_me', 'men', 'en_', '_wt', 'wtf', 'tf_', '_ov', 'ova', 'val', 'alo', 'lof', 'off', 'ffi', 'fic', 'ice', 'ce_', '_ad', 'add', 'dde', 'der', 'era', 'ral', 'all', 'what', 'hat_', '_is_', '_goi', 'goin', 'oing', 'ing_', '_on_', '_wit', 'with', 'ith_', '_vio', 'viol', 'iole', 'olen', 'lent', 'ent_', '_and', 'and_', '_sup', 'supe', 'uper', 'per_', '_sle', 'slea', 'leaz', 'eazy', 'azy_', '_dem', 'demo', 'emoc', 'mocr', 'ocra', 'crat', 'rat_', '_and', 'and_', '_the', 'the_', '_vic', 'vict', 'icti', 'ctim', 'tim_', '_are', 'are_', '_bla', 'blac', 'lack', 'ack_', '_men', 'men_', '_wtf', 'wtf_', '_ova', 'oval', 'valo', 'alof', 'loff', 'offi', 'ffic', 'fice', 'ice_', '_add', 'adde', 'dder', 'dera', 'eral', 'rall']","['going', 'violent', 'super', 'sleazy', 'democrat', 'victim', 'black', 'men', 'wtf', 'ovaloffice']","['go', 'violent', 'super', 'sleazi', 'democrat', 'victim', 'black', 'men', 'wtf', 'ovaloffic']","['go', 'violent', 'super', 'sleazy', 'democrat', 'victim', 'black', 'men', 'wtf', 'ovaloffice']","{'ovaloffice', 'wtf'}"
i went to rehab last summer cuz i wa withdraw n from xanax n fought my stepdad minookaconfesions,0,Xanax,,"['i', 'went', 'to', 'rehab', 'last', 'summer', 'cuz', 'i', 'wa', 'withdraw', 'n', 'from', 'xanax', 'n', 'fought', 'my', 'stepdad', 'minookaconfesions']","['i', 'w', 'e', 'n', 't', 't', 'o', 'r', 'e', 'h', 'a', 'b', 'l', 'a', 's', 't', 's', 'u', 'm', 'm', 'e', 'r', 'c', 'u', 'z', 'i', 'w', 'a', 'w', 'i', 't', 'h', 'd', 'r', 'a', 'w', 'n', 'f', 'r', 'o', 'm', 'x', 'a', 'n', 'a', 'x', 'n', 'f', 'o', 'u', 'g', 'h', 't', 'm', 'y', 's', 't', 'e', 'p', 'd', 'a', 'd', 'm', 'i', 'n', 'o', 'o', 'k', 'a', 'c', 'o', 'n', 'f', 'e', 's', 'i', 'o', 'n', 's', 'i_', '_w', 'we', 'en', 'nt', 't_', '_t', 'to', 'o_', '_r', 're', 'eh', 'ha', 'ab', 'b_', '_l', 'la', 'as', 'st', 't_', '_s', 'su', 'um', 'mm', 'me', 'er', 'r_', '_c', 'cu', 'uz', 'z_', '_i', 'i_', '_w', 'wa', 'a_', '_w', 'wi', 'it', 'th', 'hd', 'dr', 'ra', 'aw', 'w_', '_n', 'n_', '_f', 'fr', 'ro', 'om', 'm_', '_x', 'xa', 'an', 'na', 'ax', 'x_', '_n', 'n_', '_f', 'fo', 'ou', 'ug', 'gh', 'ht', 't_', '_m', 'my', 'y_', '_s', 'st', 'te', 'ep', 'pd', 'da', 'ad', 'd_', '_m', 'mi', 'in', 'no', 'oo', 'ok', 'ka', 'ac', 'co', 'on', 'nf', 'fe', 'es', 'si', 'io', 'on', 'ns', '_we', 'wen', 'ent', 'nt_', '_to', 'to_', '_re', 'reh', 'eha', 'hab', 'ab_', '_la', 'las', 'ast', 'st_', '_su', 'sum', 'umm', 'mme', 'mer', 'er_', '_cu', 'cuz', 'uz_', '_i_', '_wa', 'wa_', '_wi', 'wit', 'ith', 'thd', 'hdr', 'dra', 'raw', 'aw_', '_n_', '_fr', 'fro', 'rom', 'om_', '_xa', 'xan', 'ana', 'nax', 'ax_', '_n_', '_fo', 'fou', 'oug', 'ugh', 'ght', 'ht_', '_my', 'my_', '_st', 'ste', 'tep', 'epd', 'pda', 'dad', 'ad_', '_mi', 'min', 'ino', 'noo', 'ook', 'oka', 'kac', 'aco', 'con', 'onf', 'nfe', 'fes', 'esi', 'sio', 'ion', 'ons', '_wen', 'went', 'ent_', '_to_', '_reh', 'reha', 'ehab', 'hab_', '_las', 'last', 'ast_', '_sum', 'summ', 'umme', 'mmer', 'mer_', '_cuz', 'cuz_', '_wa_', '_wit', 'with', 'ithd', 'thdr', 'hdra', 'draw', 'raw_', '_fro', 'from', 'rom_', '_xan', 'xana', 'anax', 'nax_', '_fou', 'foug', 'ough', 'ught', 'ght_', '_my_', '_ste', 'step', 'tepd', 'epda', 'pdad', 'dad_', '_min', 'mino', 'inoo', 'nook', 'ooka', 'okac', 'kaco', 'acon', 'conf', 'onfe', 'nfes', 'fesi', 'esio', 'sion', 'ions']","['went', 'rehab', 'last', 'summer', 'cuz', 'wa', 'withdraw', 'n', 'n', 'fought', 'stepdad', 'minookaconfesions']","['went', 'rehab', 'last', 'summer', 'cuz', 'wa', 'withdraw', 'n', 'n', 'fought', 'stepdad', 'minookaconfes']","['go', 'rehab', 'last', 'summer', 'cuz', 'wa', 'withdraw', 'n', 'n', 'fight', 'stepdad', 'minookaconfesions']","{'minookaconfesions', 'stepdad', 'cuz', 'rehab'}"
extremely aerosmith voice im baack back on my prozac agaaaiin,0,Prozac,,"['extremely', 'aerosmith', 'voice', 'im', 'baack', 'back', 'on', 'my', 'prozac', 'agaaaiin']","['e', 'x', 't', 'r', 'e', 'm', 'e', 'l', 'y', 'a', 'e', 'r', 'o', 's', 'm', 'i', 't', 'h', 'v', 'o', 'i', 'c', 'e', 'i', 'm', 'b', 'a', 'a', 'c', 'k', 'b', 'a', 'c', 'k', 'o', 'n', 'm', 'y', 'p', 'r', 'o', 'z', 'a', 'c', 'a', 'g', 'a', 'a', 'a', 'i', 'i', 'n', 'ex', 'xt', 'tr', 're', 'em', 'me', 'el', 'ly', 'y_', '_a', 'ae', 'er', 'ro', 'os', 'sm', 'mi', 'it', 'th', 'h_', '_v', 'vo', 'oi', 'ic', 'ce', 'e_', '_i', 'im', 'm_', '_b', 'ba', 'aa', 'ac', 'ck', 'k_', '_b', 'ba', 'ac', 'ck', 'k_', '_o', 'on', 'n_', '_m', 'my', 'y_', '_p', 'pr', 'ro', 'oz', 'za', 'ac', 'c_', '_a', 'ag', 'ga', 'aa', 'aa', 'ai', 'ii', 'in', 'ext', 'xtr', 'tre', 'rem', 'eme', 'mel', 'ely', 'ly_', '_ae', 'aer', 'ero', 'ros', 'osm', 'smi', 'mit', 'ith', 'th_', '_vo', 'voi', 'oic', 'ice', 'ce_', '_im', 'im_', '_ba', 'baa', 'aac', 'ack', 'ck_', '_ba', 'bac', 'ack', 'ck_', '_on', 'on_', '_my', 'my_', '_pr', 'pro', 'roz', 'oza', 'zac', 'ac_', '_ag', 'aga', 'gaa', 'aaa', 'aai', 'aii', 'iin', 'extr', 'xtre', 'trem', 'reme', 'emel', 'mely', 'ely_', '_aer', 'aero', 'eros', 'rosm', 'osmi', 'smit', 'mith', 'ith_', '_voi', 'voic', 'oice', 'ice_', '_im_', '_baa', 'baac', 'aack', 'ack_', '_bac', 'back', 'ack_', '_on_', '_my_', '_pro', 'proz', 'roza', 'ozac', 'zac_', '_aga', 'agaa', 'gaaa', 'aaai', 'aaii', 'aiin']","['extremely', 'aerosmith', 'voice', 'im', 'baack', 'back', 'agaaaiin']","['extrem', 'aerosmith', 'voic', 'im', 'baack', 'back', 'agaaaiin']","['extremely', 'aerosmith', 'voice', 'im', 'baack', 'back', 'agaaaiin']","{'agaaaiin', 'aerosmith', 'baack', 'im'}"
this is officially an uncomfortable xanax infused friday so not fun to be a giant fan today,0,Xanax,,"['this', 'is', 'officially', 'an', 'uncomfortable', 'xanax', 'infused', 'friday', 'so', 'not', 'fun', 'to', 'be', 'a', 'giant', 'fan', 'today']","['t', 'h', 'i', 's', 'i', 's', 'o', 'f', 'f', 'i', 'c', 'i', 'a', 'l', 'l', 'y', 'a', 'n', 'u', 'n', 'c', 'o', 'm', 'f', 'o', 'r', 't', 'a', 'b', 'l', 'e', 'x', 'a', 'n', 'a', 'x', 'i', 'n', 'f', 'u', 's', 'e', 'd', 'f', 'r', 'i', 'd', 'a', 'y', 's', 'o', 'n', 'o', 't', 'f', 'u', 'n', 't', 'o', 'b', 'e', 'a', 'g', 'i', 'a', 'n', 't', 'f', 'a', 'n', 't', 'o', 'd', 'a', 'y', 'th', 'hi', 'is', 's_', '_i', 'is', 's_', '_o', 'of', 'ff', 'fi', 'ic', 'ci', 'ia', 'al', 'll', 'ly', 'y_', '_a', 'an', 'n_', '_u', 'un', 'nc', 'co', 'om', 'mf', 'fo', 'or', 'rt', 'ta', 'ab', 'bl', 'le', 'e_', '_x', 'xa', 'an', 'na', 'ax', 'x_', '_i', 'in', 'nf', 'fu', 'us', 'se', 'ed', 'd_', '_f', 'fr', 'ri', 'id', 'da', 'ay', 'y_', '_s', 'so', 'o_', '_n', 'no', 'ot', 't_', '_f', 'fu', 'un', 'n_', '_t', 'to', 'o_', '_b', 'be', 'e_', '_a', 'a_', '_g', 'gi', 'ia', 'an', 'nt', 't_', '_f', 'fa', 'an', 'n_', '_t', 'to', 'od', 'da', 'ay', 'thi', 'his', 'is_', '_is', 'is_', '_of', 'off', 'ffi', 'fic', 'ici', 'cia', 'ial', 'all', 'lly', 'ly_', '_an', 'an_', '_un', 'unc', 'nco', 'com', 'omf', 'mfo', 'for', 'ort', 'rta', 'tab', 'abl', 'ble', 'le_', '_xa', 'xan', 'ana', 'nax', 'ax_', '_in', 'inf', 'nfu', 'fus', 'use', 'sed', 'ed_', '_fr', 'fri', 'rid', 'ida', 'day', 'ay_', '_so', 'so_', '_no', 'not', 'ot_', '_fu', 'fun', 'un_', '_to', 'to_', '_be', 'be_', '_a_', '_gi', 'gia', 'ian', 'ant', 'nt_', '_fa', 'fan', 'an_', '_to', 'tod', 'oda', 'day', 'this', 'his_', '_is_', '_off', 'offi', 'ffic', 'fici', 'icia', 'cial', 'iall', 'ally', 'lly_', '_an_', '_unc', 'unco', 'ncom', 'comf', 'omfo', 'mfor', 'fort', 'orta', 'rtab', 'tabl', 'able', 'ble_', '_xan', 'xana', 'anax', 'nax_', '_inf', 'infu', 'nfus', 'fuse', 'used', 'sed_', '_fri', 'frid', 'rida', 'iday', 'day_', '_so_', '_not', 'not_', '_fun', 'fun_', '_to_', '_be_', '_gia', 'gian', 'iant', 'ant_', '_fan', 'fan_', '_tod', 'toda', 'oday']","['officially', 'uncomfortable', 'infused', 'friday', 'fun', 'giant', 'fan', 'today']","['offici', 'uncomfort', 'infus', 'friday', 'fun', 'giant', 'fan', 'today']","['officially', 'uncomfortable', 'infuse', 'friday', 'fun', 'giant', 'fan', 'today']",set()
trump is sharing his adderall,0,Adderall,,"['trump', 'is', 'sharing', 'his', 'adderall']","['t', 'r', 'u', 'm', 'p', 'i', 's', 's', 'h', 'a', 'r', 'i', 'n', 'g', 'h', 'i', 's', 'a', 'd', 'd', 'e', 'r', 'a', 'l', 'l', 'tr', 'ru', 'um', 'mp', 'p_', '_i', 'is', 's_', '_s', 'sh', 'ha', 'ar', 'ri', 'in', 'ng', 'g_', '_h', 'hi', 'is', 's_', '_a', 'ad', 'dd', 'de', 'er', 'ra', 'al', 'll', 'tru', 'rum', 'ump', 'mp_', '_is', 'is_', '_sh', 'sha', 'har', 'ari', 'rin', 'ing', 'ng_', '_hi', 'his', 'is_', '_ad', 'add', 'dde', 'der', 'era', 'ral', 'all', 'trum', 'rump', 'ump_', '_is_', '_sha', 'shar', 'hari', 'arin', 'ring', 'ing_', '_his', 'his_', '_add', 'adde', 'dder', 'dera', 'eral', 'rall']","['trump', 'sharing']","['trump', 'share']","['trump', 'share']",set()
